internship_id,job_title,job_type,company_name,sector,description,required_skills,preferred_education,eligible_branches,cities,states,location_type,stipend,start_date,duration_months,number_of_openings,last_date_to_apply,work_mode,minimum_qualification,experience_required
SIH2026-0057,Healthcare Operations Intern,Internship,JanMitra Solutions Jamshedpur,Healthcare,"Synthetic 3-month healthcare operations intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jamshedpur.","[""Communication"", ""MS Excel"", ""Documentation"", ""Data Entry""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Jamshedpur,Jharkhand,On-site,12000,2027-03-18,3,10,2027-02-19,In-office,Graduate,0-1 years preferred
SIH2026-0058,Farm Data Intern,Internship,Aarambh Technologies Guwahati,Agriculture,"Synthetic 3-month farm data intern opportunity supporting agriculture projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Guwahati.","[""Agriculture"", ""Field Survey"", ""MS Excel""]",Diploma / B.Sc. / B.Tech,"[""Agriculture"", ""Horticulture"", ""Food Technology"", ""Rural Development""]",Guwahati,Assam,On-site,12750,2027-03-21,3,11,2027-02-21,In-office,Diploma,No prior experience required
SIH2026-0059,Renewable Energy Intern,Internship,Vikas Networks Shimla,Renewable Energy,"Synthetic 4-month renewable energy intern opportunity supporting renewable energy projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Shimla.","[""Solar Energy"", ""MS Excel"", ""AutoCAD""]",Diploma / B.Tech,"[""Electrical Engineering"", ""Mechanical Engineering"", ""Renewable Energy"", ""Civil Engineering""]",Shimla,Himachal Pradesh,On-site,15500,2027-03-24,4,12,2027-02-23,In-office,Diploma,No prior experience required
SIH2026-0060,Education Programme Intern,Internship,BharatSetu Industries Mysuru,Education,"Synthetic 6-month education programme intern opportunity supporting education projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Mysuru.","[""Communication"", ""Content Writing"", ""MS Excel""]",BA / B.Sc. / B.Ed. / BBA,"[""Education"", ""Arts"", ""Science"", ""Social Work"", ""Business Administration""]",Mysuru,Karnataka,On-site,14250,2027-03-27,6,13,2027-02-25,In-office,Graduate,No prior experience required
SIH2026-0061,Policy Research Intern,Internship,Pragati Initiatives Coimbatore,Government,"Synthetic 2-month policy research intern opportunity supporting government projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Coimbatore.","[""MS Excel"", ""Communication"", ""Documentation"", ""Research""]",Graduate / Postgraduate,"[""Public Administration"", ""Political Science"", ""Economics"", ""Social Work"", ""Law""]",Coimbatore,Tamil Nadu,Hybrid,15000,2027-03-30,2,14,2027-02-27,Hybrid,Graduate,No prior experience required
SIH2026-0062,E-Governance Support Intern,Internship,Navbharat Projects Udaipur,E-Governance,"Synthetic 3-month e-governance support intern opportunity supporting e-governance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Udaipur.","[""MS Excel"", ""Data Entry"", ""Documentation""]",Diploma / Graduate,"[""Computer Science"", ""Information Technology"", ""Public Administration"", ""Business Administration""]",Udaipur,Rajasthan,On-site,15750,2027-04-02,3,15,2027-03-01,In-office,Diploma,No prior experience required
SIH2026-0063,Tourism Operations Intern,Internship,Sampurna Services Cuttack,Tourism,"Synthetic 3-month tourism operations intern opportunity supporting tourism projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Cuttack.","[""Customer Service"", ""Communication"", ""MS Excel""]",Diploma / Graduate,"[""Tourism"", ""Hospitality"", ""Business Administration"", ""Arts""]",Cuttack,Odisha,On-site,16500,2027-04-05,3,16,2027-03-03,In-office,Diploma,No prior experience required
SIH2026-0064,Warehouse Operations Intern,Internship,Udaan Enterprises Raipur,Logistics,"Synthetic 4-month warehouse operations intern opportunity supporting logistics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Raipur.","[""MS Excel"", ""Inventory Management"", ""Communication""]",Diploma / BBA / B.Tech,"[""Logistics"", ""Supply Chain Management"", ""Business Administration"", ""Industrial Engineering""]",Raipur,Chhattisgarh,On-site,17250,2027-04-08,4,17,2027-03-05,In-office,Diploma,No prior experience required
SIH2026-0065,Digital Marketing Intern,Internship,Saksham Solutions Imphal,Marketing,"Synthetic 6-month digital marketing intern opportunity supporting marketing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Imphal.","[""Digital Marketing"", ""Content Writing"", ""Communication"", ""MS Excel""]",Graduate / Diploma,"[""Marketing"", ""Business Administration"", ""Commerce"", ""Arts"", ""Mass Communication""]",Imphal,Manipur,On-site,18000,2027-04-11,6,18,2027-03-07,In-office,Diploma,0-1 years preferred
SIH2026-0066,Human Resources Intern,Internship,Nayi Disha Technologies Vijayawada,HR,"Synthetic 2-month human resources intern opportunity supporting hr projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Vijayawada.","[""Communication"", ""MS Excel"", ""Recruitment""]",BBA / BA / MBA,"[""Human Resources"", ""Business Administration"", ""Psychology"", ""Arts"", ""Commerce""]",Vijayawada,Andhra Pradesh,Hybrid,18750,2027-04-14,2,19,2027-03-09,Hybrid,Graduate,No prior experience required
SIH2026-0067,Community Outreach Intern,Internship,JanMitra Networks Pune,Rural Development,"Synthetic 3-month community outreach intern opportunity supporting rural development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Pune.","[""Field Survey"", ""Communication"", ""Data Collection""]",Diploma / Graduate,"[""Rural Development"", ""Social Work"", ""Agriculture"", ""Economics"", ""Public Administration""]",Pune,Maharashtra,On-site,19500,2027-04-17,3,20,2027-03-11,In-office,Diploma,No prior experience required
SIH2026-0068,Infrastructure Planning Intern,Internship,Aarambh Industries Noida,Infrastructure,"Synthetic 3-month infrastructure planning intern opportunity supporting infrastructure projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Noida.","[""AutoCAD"", ""MS Excel"", ""Documentation""]",Diploma / B.Tech,"[""Civil Engineering"", ""Architecture"", ""Urban Planning"", ""Mechanical Engineering""]",Noida,Uttar Pradesh,On-site,22250,2027-04-20,3,21,2027-03-13,In-office,Diploma,No prior experience required
SIH2026-0069,Telecom Network Intern,Internship,Vikas Initiatives Gandhinagar,Telecommunications,"Synthetic 4-month telecom network intern opportunity supporting telecommunications projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gandhinagar.","[""Networking"", ""Telecommunications"", ""Fiber Optics"", ""Troubleshooting""]",Diploma / B.Tech,"[""Electronics"", ""Telecommunications"", ""Electrical Engineering"", ""Information Technology""]",Gandhinagar,Gujarat,Remote,23000,2027-04-23,4,22,2027-03-15,Remote,Diploma,No prior experience required
SIH2026-0070,Systems Administration,Internship,BharatSetu Projects Jamshedpur,IT,"Synthetic 6-month systems administration opportunity supporting it projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jamshedpur.","[""Linux"", ""Networking"", ""Troubleshooting""]",BCA / B.Sc. IT / B.Tech,"[""Computer Science"", ""Information Technology"", ""Electronics""]",Jamshedpur,Jharkhand,On-site,23750,2027-04-26,6,23,2027-03-17,In-office,Graduate,No prior experience required
SIH2026-0071,Software Development Intern,Internship,Pragati Services Guwahati,Software Development,"Synthetic 2-month software development intern opportunity supporting software development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Guwahati.","[""Python"", ""JavaScript"", ""React""]",B.Tech / BCA / MCA,"[""Computer Science"", ""Information Technology"", ""Software Engineering""]",Guwahati,Assam,Hybrid,24500,2027-04-29,2,24,2027-03-19,Hybrid,Graduate,No prior experience required
SIH2026-0072,Data Analytics Intern,Internship,Navbharat Enterprises Shimla,Data Science,"Synthetic 3-month data analytics intern opportunity supporting data science projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Shimla.","[""Python"", ""SQL"", ""MS Excel""]",B.Sc. / BCA / B.Tech / MBA,"[""Data Science"", ""Computer Science"", ""Statistics"", ""Mathematics"", ""Commerce""]",Shimla,Himachal Pradesh,On-site,25250,2027-05-02,3,25,2027-03-21,In-office,Graduate,No prior experience required
SIH2026-0073,AI Research Intern,Internship,Sampurna Solutions Mysuru,AI/ML,"Synthetic 3-month ai research intern opportunity supporting ai/ml projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Mysuru.","[""Python"", ""Machine Learning"", ""Data Analysis"", ""Pandas""]",B.Tech / M.Tech / M.Sc.,"[""Computer Science"", ""Data Science"", ""Artificial Intelligence"", ""Electronics""]",Mysuru,Karnataka,On-site,8000,2027-05-05,3,2,2027-03-23,In-office,Graduate,0-1 years preferred
SIH2026-0074,Cybersecurity Intern,Internship,Udaan Technologies Coimbatore,Cybersecurity,"Synthetic 4-month cybersecurity intern opportunity supporting cybersecurity projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Coimbatore.","[""Cybersecurity"", ""Networking"", ""Linux""]",B.Tech / BCA / B.Sc. IT,"[""Computer Science"", ""Information Technology"", ""Cybersecurity"", ""Electronics""]",Coimbatore,Tamil Nadu,On-site,8750,2027-05-08,4,3,2027-03-25,In-office,Graduate,No prior experience required
SIH2026-0075,Electronics Design Intern,Internship,Saksham Networks Udaipur,Electronics,"Synthetic 6-month electronics design intern opportunity supporting electronics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Udaipur.","[""Embedded C"", ""Microcontrollers"", ""PCB Design""]",Diploma / B.Tech,"[""Electronics"", ""Electrical Engineering"", ""Instrumentation""]",Udaipur,Rajasthan,On-site,9500,2027-05-11,6,4,2027-03-27,In-office,Diploma,No prior experience required
SIH2026-0076,Quality Assurance Intern,Internship,Nayi Disha Industries Cuttack,Manufacturing,"Synthetic 2-month quality assurance intern opportunity supporting manufacturing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Cuttack.","[""MS Excel"", ""Quality Control"", ""Lean Manufacturing""]",Diploma / B.Tech / BBA,"[""Mechanical Engineering"", ""Industrial Engineering"", ""Production Engineering"", ""Business Administration""]",Cuttack,Odisha,Hybrid,10250,2027-05-14,2,5,2027-04-23,Hybrid,Diploma,No prior experience required
SIH2026-0077,Automobile Service Intern,Internship,JanMitra Initiatives Raipur,Automobile,"Synthetic 3-month automobile service intern opportunity supporting automobile projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Raipur.","[""Automobile Engineering"", ""Diagnostics"", ""Testing"", ""MS Excel""]",Diploma / B.Tech,"[""Automobile Engineering"", ""Mechanical Engineering"", ""Electrical Engineering""]",Raipur,Chhattisgarh,On-site,11000,2027-05-17,3,6,2027-04-25,In-office,Diploma,No prior experience required
SIH2026-0078,Finance Operations Intern,Internship,Aarambh Projects Imphal,Finance,"Synthetic 3-month finance operations intern opportunity supporting finance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Imphal.","[""MS Excel"", ""Financial Analysis"", ""Accounting""]",B.Com / BBA / MBA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Imphal,Manipur,On-site,9750,2027-05-20,3,7,2027-04-27,In-office,Graduate,No prior experience required
SIH2026-0079,Credit Operations Intern,Internship,Vikas Services Vijayawada,Banking,"Synthetic 4-month credit operations intern opportunity supporting banking projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Vijayawada.","[""MS Excel"", ""Customer Service"", ""KYC""]",B.Com / BBA / BA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Vijayawada,Andhra Pradesh,On-site,10500,2027-05-23,4,8,2027-04-29,In-office,Graduate,No prior experience required
SIH2026-0080,Healthcare Operations Intern,Internship,BharatSetu Enterprises Pune,Healthcare,"Synthetic 6-month healthcare operations intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Pune.","[""Communication"", ""MS Excel"", ""Documentation""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Pune,Maharashtra,On-site,11250,2027-05-26,6,9,2027-05-01,In-office,Graduate,No prior experience required
