candidate_id,education_level,degree,branch,graduation_year,cgpa,skills,interests,preferred_sectors,preferred_states,preferred_cities,preferred_location_type,preferred_duration,experience_level,languages,disability_preference,rural_or_urban
CAND2026-00073,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Andhra Pradesh"", ""Goa""]","[""Vijayawada"", ""Panaji""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Telugu""]",Accessible workplace preferred,Urban
CAND2026-00074,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Tamil Nadu""]","[""Madurai""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-00075,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Odisha""]","[""Bhubaneswar""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Urban
CAND2026-00076,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Assam""]","[""Guwahati""]",On-site,2,Academic project experience,"[""English"", ""Hindi"", ""Assamese""]",No preference,Rural
CAND2026-00077,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Karnataka"", ""Karnataka""]","[""Bengaluru"", ""Mysuru""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Kannada""]",No preference,Rural
CAND2026-00078,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design"", ""Troubleshooting"", ""Arduino""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Uttar Pradesh""]","[""Noida""]",Remote,3,0-1 internship experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00079,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel"", ""Testing"", ""Microcontrollers""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Bihar""]","[""Patna""]",On-site,4,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00080,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis"", ""Communication"", ""Documentation""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Tripura""]","[""Agartala""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-00081,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Telangana"", ""Telangana""]","[""Hyderabad"", ""Warangal""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-00082,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Uttar Pradesh""]","[""Varanasi""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00083,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Jharkhand""]","[""Ranchi""]",Remote,3,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00084,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Jammu and Kashmir""]","[""Srinagar""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Urdu""]",No preference,Urban
CAND2026-00085,Diploma,Diploma,Civil Engineering,2025,6.7,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Maharashtra"", ""Maharashtra""]","[""Pune"", ""Nagpur""]",Hybrid,6,Academic project experience,"[""Hindi"", ""English"", ""Marathi""]",Accessible workplace preferred,Urban
CAND2026-00086,Diploma,Diploma,Electrical Engineering,2026,7.8,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Rajasthan""]","[""Udaipur""]",On-site,2,No prior experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00087,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Madhya Pradesh""]","[""Bhopal""]",Hybrid,3,No prior experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00088,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection"", ""Documentation"", ""MS Excel""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Himachal Pradesh""]","[""Shimla""]",Remote,3,Academic project experience,"[""Hindi"", ""English""]",No preference,Urban
CAND2026-00089,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel"", ""Data Entry"", ""Teamwork""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Maharashtra"", ""Tamil Nadu""]","[""Mumbai"", ""Chennai""]",On-site,4,0-1 internship experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00090,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing"", ""MS Excel"", ""Documentation""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Gujarat""]","[""Surat""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00091,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Kerala""]","[""Kochi""]",On-site,2,Academic project experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Rural
CAND2026-00092,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Andhra Pradesh""]","[""Vijayawada""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-00093,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Tamil Nadu"", ""Tamil Nadu""]","[""Madurai"", ""Madurai""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-00094,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Odisha""]","[""Bhubaneswar""]",On-site,4,Academic project experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Urban
CAND2026-00095,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Assam""]","[""Guwahati""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Assamese""]",No preference,Urban
CAND2026-00096,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Karnataka""]","[""Bengaluru""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Kannada""]",No preference,Rural
CAND2026-00097,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Uttar Pradesh"", ""Uttar Pradesh""]","[""Noida"", ""Noida""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Rural
CAND2026-00098,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis"", ""Communication"", ""Documentation""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Bihar""]","[""Patna""]",Remote,3,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00099,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing"", ""Project Management"", ""Documentation""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Tripura""]","[""Agartala""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-00100,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel"", ""Community Engagement"", ""Communication""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Telangana""]","[""Hyderabad""]",Hybrid,6,0-1 internship experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00101,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Uttar Pradesh"", ""Uttar Pradesh""]","[""Varanasi"", ""Varanasi""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00102,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Jharkhand""]","[""Ranchi""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00103,Diploma,Diploma,Civil Engineering,2027,7.5,"[""AutoCAD"", ""Site Survey""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Jammu and Kashmir""]","[""Srinagar""]",Remote,3,Academic project experience,"[""Hindi"", ""English"", ""Urdu""]",No preference,Urban
CAND2026-00104,Diploma,Diploma,Electrical Engineering,2028,8.6,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Maharashtra""]","[""Pune""]",On-site,4,No prior experience,"[""Hindi"", ""English"", ""Marathi""]",No preference,Urban
CAND2026-00105,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Rajasthan"", ""Rajasthan""]","[""Udaipur"", ""Udaipur""]",Hybrid,6,No prior experience,"[""Hindi"", ""English""]",No preference,Urban
CAND2026-00106,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Madhya Pradesh""]","[""Bhopal""]",On-site,2,Academic project experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00107,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Himachal Pradesh""]","[""Shimla""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00108,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing"", ""MS Excel"", ""Documentation""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Maharashtra""]","[""Mumbai""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00109,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git"", ""React"", ""Machine Learning""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""West Bengal"", ""Gujarat""]","[""Kolkata"", ""Surat""]",On-site,4,Academic project experience,"[""English"", ""Hindi"", ""Bengali""]",Accessible workplace preferred,Urban
CAND2026-00110,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL"", ""Networking"", ""Git""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Kerala""]","[""Kochi""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Urban
CAND2026-00111,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Andhra Pradesh""]","[""Vijayawada""]",On-site,2,0-1 internship experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-00112,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Tamil Nadu""]","[""Madurai""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Rural
CAND2026-00113,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Odisha"", ""West Bengal""]","[""Bhubaneswar"", ""Siliguri""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Urban
CAND2026-00114,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Assam""]","[""Guwahati""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Assamese""]",No preference,Urban
CAND2026-00115,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Karnataka""]","[""Bengaluru""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi"", ""Kannada""]",No preference,Urban
CAND2026-00116,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Uttar Pradesh""]","[""Noida""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00117,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Bihar"", ""Odisha""]","[""Patna"", ""Cuttack""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00118,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel"", ""Community Engagement"", ""Communication""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Tripura""]","[""Agartala""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-00119,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI"", ""Pandas"", ""MS Excel""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Telangana""]","[""Hyderabad""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00120,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React"", ""MS Excel"", ""Git""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Uttar Pradesh""]","[""Varanasi""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
